"Group.1","x","timeWorked","cumTimeWorked","cumTickets","ticket_id"
"177183",2014-04-15,7,4453.145,972,"177183"
"177267",2014-04-15,11.5,4464.645,973,"177267"
"177392",2014-04-16,0.5,4465.145,974,"177392"
"177503",2014-04-16,0.0833333333333333,4465.22833333333,975,"177503"
"177295",2014-04-17,2.5,4467.72833333333,976,"177295"
"177439",2014-04-17,1,4468.72833333333,977,"177439"
"176846",2014-04-21,1,4469.72833333333,978,"176846"
"176850",2014-04-21,1,4470.72833333333,979,"176850"
"176873",2014-04-21,1,4471.72833333333,980,"176873"
"176993",2014-04-21,3,4474.72833333333,981,"176993"
"177021",2014-04-21,4,4478.72833333333,982,"177021"
"177103",2014-04-21,1,4479.72833333333,983,"177103"
"177387",2014-04-21,2,4481.72833333333,984,"177387"
"177402",2014-04-21,1,4482.72833333333,985,"177402"
"177414",2014-04-21,2,4484.72833333333,986,"177414"
"177470",2014-04-21,4,4488.72833333333,987,"177470"
"177755",2014-04-21,0.5,4489.22833333333,988,"177755"
"177678",2014-04-23,8,4497.22833333333,989,"177678"
"177750",2014-04-23,0.5,4497.72833333333,990,"177750"
"177713",2014-04-25,3.5,4501.22833333333,991,"177713"
"177790",2014-04-28,1.5,4502.72833333333,992,"177790"
"178024",2014-04-28,0.0833333333333333,4502.81166666667,993,"178024"
"178073",2014-04-28,0.5,4503.31166666667,994,"178073"
"178084",2014-04-28,0.333333333333333,4503.645,995,"178084"
"176464",2014-04-29,4.5,4508.145,996,"176464"
"177946",2014-04-29,1,4509.145,997,"177946"
"177973",2014-04-29,1.5,4510.645,998,"177973"
"178163",2014-04-29,1,4511.645,999,"178163"
"178010",2014-04-30,2.5,4514.145,1000,"178010"
"178133",2014-04-30,1,4515.145,1001,"178133"
"177129",2014-05-01,1,4516.145,1002,"177129"
"177985",2014-05-01,1.5,4517.645,1003,"177985"
"178151",2014-05-01,22,4539.645,1004,"178151"
"178168",2014-05-01,9,4548.645,1005,"178168"
"178223",2014-05-01,0.5,4549.145,1006,"178223"
"178192",2014-05-05,2,4551.145,1007,"178192"
"178393",2014-05-05,1.5,4552.645,1008,"178393"
"178417",2014-05-06,3.5,4556.145,1009,"178417"
"170183",2014-05-08,4,4560.145,1010,"170183"
"177903",2014-05-08,18.3333333333333,4578.47833333333,1011,"177903"
"178269",2014-05-08,2,4580.47833333333,1012,"178269"
"178272",2014-05-08,2.5,4582.97833333333,1013,"178272"
"178464",2014-05-08,1,4583.97833333333,1014,"178464"
"178492",2014-05-08,1.5,4585.47833333333,1015,"178492"
"178541",2014-05-08,3,4588.47833333333,1016,"178541"
"178548",2014-05-08,6,4594.47833333333,1017,"178548"
"178573",2014-05-08,0.166666666666667,4594.645,1018,"178573"
"174881",2014-05-10,1.08333333333333,4595.72833333333,1019,"174881"
"178607",2014-05-12,11,4606.72833333333,1020,"178607"
"178619",2014-05-12,1,4607.72833333333,1021,"178619"
"178777",2014-05-14,1.5,4609.22833333333,1022,"178777"
"178799",2014-05-14,0.0833333333333333,4609.31166666667,1023,"178799"
"178789",2014-05-16,5,4614.31166666667,1024,"178789"
"178883",2014-05-16,2.5,4616.81166666667,1025,"178883"
"178902",2014-05-16,0.5,4617.31166666667,1026,"178902"
"178895",2014-05-17,2,4619.31166666667,1027,"178895"
"178582",2014-05-19,22,4641.31166666667,1028,"178582"
"177952",2014-05-20,8,4649.31166666667,1029,"177952"
"179072",2014-05-20,1,4650.31166666667,1030,"179072"
"179121",2014-05-20,2,4652.31166666667,1031,"179121"
"179116",2014-05-22,4,4656.31166666667,1032,"179116"
"179169",2014-05-22,4,4660.31166666667,1033,"179169"
"179023",2014-05-25,3.5,4663.81166666667,1034,"179023"
"179235",2014-05-27,3,4666.81166666667,1035,"179235"
"179342",2014-05-27,2,4668.81166666667,1036,"179342"
"179366",2014-05-28,1.5,4670.31166666667,1037,"179366"
"179081",2014-05-29,3.66666666666667,4673.97833333333,1038,"179081"
"178928",2014-05-30,11,4684.97833333333,1039,"178928"
"179314",2014-05-30,1.25,4686.22833333333,1040,"179314"
"179567",2014-05-30,0.333333333333333,4686.56166666667,1041,"179567"
"179571",2014-05-30,3,4689.56166666667,1042,"179571"
"179573",2014-05-30,2.5,4692.06166666667,1043,"179573"
"179574",2014-05-30,0.333333333333333,4692.395,1044,"179574"
"179705",2014-06-03,2,4694.395,1045,"179705"
"179717",2014-06-03,0.25,4694.645,1046,"179717"
"178539",2014-06-04,4.5,4699.145,1047,"178539"
"179641",2014-06-04,1.5,4700.645,1048,"179641"
"179726",2014-06-05,1,4701.645,1049,"179726"
"179831",2014-06-05,6,4707.645,1050,"179831"
"179816",2014-06-06,0.75,4708.395,1051,"179816"
"179856",2014-06-10,0.166666666666667,4708.56166666667,1052,"179856"
"180053",2014-06-10,0.333333333333333,4708.895,1053,"180053"
"177956",2014-06-11,1,4709.895,1054,"177956"
"180269",2014-06-12,0.5,4710.395,1055,"180269"
"179621",2014-06-13,8,4718.395,1056,"179621"
"179673",2014-06-13,5,4723.395,1057,"179673"
"180328",2014-06-16,0.25,4723.645,1058,"180328"
"180414",2014-06-17,0.166666666666667,4723.81166666667,1059,"180414"
"180495",2014-06-18,7,4730.81166666667,1060,"180495"
"180212",2014-06-19,1,4731.81166666667,1061,"180212"
"180403",2014-06-19,1,4732.81166666667,1062,"180403"
"180568",2014-06-19,0.25,4733.06166666667,1063,"180568"
"179748",2014-06-20,3,4736.06166666667,1064,"179748"
"180339",2014-06-20,4,4740.06166666667,1065,"180339"
"180643",2014-06-20,0.25,4740.31166666667,1066,"180643"
"180573",2014-06-26,1,4741.31166666667,1067,"180573"
"180812",2014-06-27,3,4744.31166666667,1068,"180812"
"180908",2014-06-27,1,4745.31166666667,1069,"180908"
"180951",2014-06-27,1.66666666666667,4746.97833333333,1070,"180951"
"180978",2014-06-27,3,4749.97833333333,1071,"180978"
"180706",2014-06-30,2,4751.97833333333,1072,"180706"
"180888",2014-06-30,2,4753.97833333333,1073,"180888"
"180909",2014-07-01,1.5,4755.47833333333,1074,"180909"
"181131",2014-07-01,0.25,4755.72833333333,1075,"181131"
"181071",2014-07-02,1,4756.72833333333,1076,"181071"
"181104",2014-07-02,0.25,4756.97833333333,1077,"181104"
"181115",2014-07-02,2.5,4759.47833333333,1078,"181115"
"181332",2014-07-07,1.5,4760.97833333333,1079,"181332"
"181297",2014-07-08,7,4767.97833333333,1080,"181297"
"181393",2014-07-08,1.5,4769.47833333333,1081,"181393"
"180267",2014-07-09,2,4771.47833333333,1082,"180267"
"181052",2014-07-09,1.5,4772.97833333333,1083,"181052"
"181132",2014-07-10,1,4773.97833333333,1084,"181132"
"181481",2014-07-11,8,4781.97833333333,1085,"181481"
"181451",2014-07-12,3,4784.97833333333,1086,"181451"
"181642",2014-07-14,2,4786.97833333333,1087,"181642"
"181703",2014-07-14,0.0833333333333333,4787.06166666667,1088,"181703"
"181689",2014-07-16,5.16666666666667,4792.22833333333,1089,"181689"
"181797",2014-07-16,0.166666666666667,4792.395,1090,"181797"
"181682",2014-07-17,0.75,4793.145,1091,"181682"
"181770",2014-07-17,1.5,4794.645,1092,"181770"
"181872",2014-07-17,3,4797.645,1093,"181872"
"181904",2014-07-17,0.916666666666667,4798.56166666667,1094,"181904"
"181893",2014-07-18,0.666666666666667,4799.22833333333,1095,"181893"
"181920",2014-07-18,0.25,4799.47833333333,1096,"181920"
"182079",2014-07-23,2,4801.47833333333,1097,"182079"
"181853",2014-07-24,4,4805.47833333333,1098,"181853"
"182336",2014-07-28,0.166666666666667,4805.645,1099,"182336"
"181665",2014-07-30,1,4806.645,1100,"181665"
"181959",2014-07-30,0.5,4807.145,1101,"181959"
"181998",2014-07-30,1,4808.145,1102,"181998"
"182009",2014-07-30,2.5,4810.645,1103,"182009"
"182031",2014-07-30,1,4811.645,1104,"182031"
"182042",2014-07-30,1.5,4813.145,1105,"182042"
"182060",2014-07-30,3,4816.145,1106,"182060"
"182100",2014-07-30,6,4822.145,1107,"182100"
"182160",2014-07-30,1,4823.145,1108,"182160"
"182245",2014-07-30,1.5,4824.645,1109,"182245"
"182433",2014-07-30,0.166666666666667,4824.81166666667,1110,"182433"
"182649",2014-08-04,1,4825.81166666667,1111,"182649"
"182724",2014-08-05,1.5,4827.31166666667,1112,"182724"
"182579",2014-08-06,2,4829.31166666667,1113,"182579"
"182771",2014-08-06,22,4851.31166666667,1114,"182771"
"182809",2014-08-06,3.16666666666667,4854.47833333333,1115,"182809"
"182815",2014-08-06,1.5,4855.97833333333,1116,"182815"
"182654",2014-08-07,4,4859.97833333333,1117,"182654"
"182830",2014-08-07,0.5,4860.47833333333,1118,"182830"
"182854",2014-08-07,0.75,4861.22833333333,1119,"182854"
"183039",2014-08-11,0.333333333333333,4861.56166666667,1120,"183039"
"182784",2014-08-12,0.5,4862.06166666667,1121,"182784"
"182870",2014-08-13,1,4863.06166666667,1122,"182870"
"182889",2014-08-13,0.5,4863.56166666667,1123,"182889"
"183181",2014-08-14,0.25,4863.81166666667,1124,"183181"
"183203",2014-08-14,0.166666666666667,4863.97833333333,1125,"183203"
"183323",2014-08-15,7.16666666666667,4871.145,1126,"183323"
"183360",2014-08-15,3,4874.145,1127,"183360"
"183391",2014-08-15,0.25,4874.395,1128,"183391"
"183512",2014-08-20,4,4878.395,1129,"183512"
"183518",2014-08-20,2,4880.395,1130,"183518"
"183686",2014-08-20,0.5,4880.895,1131,"183686"
"183705",2014-08-22,0.833333333333333,4881.72833333333,1132,"183705"
"183886",2014-08-26,6,4887.72833333333,1133,"183886"
"183907",2014-08-26,3,4890.72833333333,1134,"183907"
"183554",2014-08-27,2,4892.72833333333,1135,"183554"
"183896",2014-08-27,1.5,4894.22833333333,1136,"183896"
"184124",2014-08-28,4,4898.22833333333,1137,"184124"
"184130",2014-08-29,3,4901.22833333333,1138,"184130"
"184133",2014-08-29,3,4904.22833333333,1139,"184133"
"183749",2014-09-03,1,4905.22833333333,1140,"183749"
"184318",2014-09-03,4,4909.22833333333,1141,"184318"
"184354",2014-09-03,1,4910.22833333333,1142,"184354"
"184522",2014-09-04,0.166666666666667,4910.395,1143,"184522"
"184613",2014-09-08,4,4914.395,1144,"184613"
"184707",2014-09-08,0.5,4914.895,1145,"184707"
"184558",2014-09-09,6,4920.895,1146,"184558"
"184700",2014-09-09,3,4923.895,1147,"184700"
"184553",2014-09-10,1,4924.895,1148,"184553"
"184557",2014-09-10,3,4927.895,1149,"184557"
"184734",2014-09-11,1.5,4929.395,1150,"184734"
"184904",2014-09-11,1,4930.395,1151,"184904"
"185166",2014-09-15,0.25,4930.645,1152,"185166"
"185181",2014-09-15,0.5,4931.145,1153,"185181"
"185320",2014-09-15,1.5,4932.645,1154,"185320"
"184986",2014-09-18,2,4934.645,1155,"184986"
"185429",2014-09-18,2,4936.645,1156,"185429"
"185565",2014-09-18,0.0833333333333333,4936.72833333333,1157,"185565"
"185587",2014-09-19,7,4943.72833333333,1158,"185587"
"185692",2014-09-22,0.5,4944.22833333333,1159,"185692"
"185773",2014-09-23,1,4945.22833333333,1160,"185773"
"185756",2014-09-24,2,4947.22833333333,1161,"185756"
"185913",2014-09-24,2,4949.22833333333,1162,"185913"
"185300",2014-09-26,1,4950.22833333333,1163,"185300"
"186142",2014-09-26,1.08333333333333,4951.31166666667,1164,"186142"
"182700",2014-09-29,8,4959.31166666667,1165,"182700"
"186283",2014-09-29,1,4960.31166666667,1166,"186283"
"186378",2014-09-30,1.25,4961.56166666667,1167,"186378"
"186509",2014-10-02,0.166666666666667,4961.72833333333,1168,"186509"
"186520",2014-10-03,1.5,4963.22833333333,1169,"186520"
"186527",2014-10-03,1,4964.22833333333,1170,"186527"
"186583",2014-10-03,0.666666666666667,4964.895,1171,"186583"
"186615",2014-10-07,7,4971.895,1172,"186615"
"186314",2014-10-08,4.5,4976.395,1173,"186314"
"186698",2014-10-08,20,4996.395,1174,"186698"
"186779",2014-10-08,0.5,4996.895,1175,"186779"
"186818",2014-10-08,5,5001.895,1176,"186818"
"186848",2014-10-08,2,5003.895,1177,"186848"
"185461",2014-10-12,1.5,5005.395,1178,"185461"
"186620",2014-10-12,1.25,5006.645,1179,"186620"
"186955",2014-10-14,2,5008.645,1180,"186955"
"187002",2014-10-14,2,5010.645,1181,"187002"
"187107",2014-10-14,0.25,5010.895,1182,"187107"
"186691",2014-10-15,6.5,5017.395,1183,"186691"
"187049",2014-10-16,2,5019.395,1184,"187049"
"187252",2014-10-16,3,5022.395,1185,"187252"
"187284",2014-10-17,0.5,5022.895,1186,"187284"
"187307",2014-10-17,1.25,5024.145,1187,"187307"
"187366",2014-10-17,6.5,5030.645,1188,"187366"
"187280",2014-10-20,1,5031.645,1189,"187280"
"187476",2014-10-20,1.5,5033.145,1190,"187476"
"187527",2014-10-21,2,5035.145,1191,"187527"
"186811",2014-10-22,4,5039.145,1192,"186811"
"187330",2014-10-22,2,5041.145,1193,"187330"
"187631",2014-10-22,3.5,5044.645,1194,"187631"
"186727",2014-10-23,2,5046.645,1195,"186727"
"185479",2014-10-24,1,5047.645,1196,"185479"
"185984",2014-10-24,3.83333333333333,5051.47833333333,1197,"185984"
"186726",2014-10-24,5.5,5056.97833333333,1198,"186726"
"187362",2014-10-24,0.5,5057.47833333333,1199,"187362"
"187413",2014-10-24,6,5063.47833333333,1200,"187413"
"187428",2014-10-24,9.5,5072.97833333333,1201,"187428"
"187621",2014-10-24,0.5,5073.47833333333,1202,"187621"
"187804",2014-10-24,1.66666666666667,5075.145,1203,"187804"
"187885",2014-10-24,1,5076.145,1204,"187885"
"187590",2014-10-28,1.5,5077.645,1205,"187590"
"187805",2014-10-28,2.41666666666667,5080.06166666667,1206,"187805"
"187838",2014-10-29,1,5081.06166666667,1207,"187838"
"187980",2014-10-29,1.5,5082.56166666667,1208,"187980"
"188148",2014-10-29,6.5,5089.06166666667,1209,"188148"
"188223",2014-10-29,0.75,5089.81166666667,1210,"188223"
"188026",2014-10-30,2,5091.81166666667,1211,"188026"
"188272",2014-10-30,0.166666666666667,5091.97833333333,1212,"188272"
"187486",2014-10-31,2.5,5094.47833333333,1213,"187486"
"187841",2014-10-31,10,5104.47833333333,1214,"187841"
"187975",2014-10-31,2,5106.47833333333,1215,"187975"
"188046",2014-10-31,4,5110.47833333333,1216,"188046"
"188170",2014-10-31,0.5,5110.97833333333,1217,"188170"
"188389",2014-10-31,0.25,5111.22833333333,1218,"188389"
"188390",2014-10-31,2,5113.22833333333,1219,"188390"
"186702",2014-11-04,7,5120.22833333333,1220,"186702"
"186939",2014-11-04,6.5,5126.72833333333,1221,"186939"
"188325",2014-11-04,1.5,5128.22833333333,1222,"188325"
"188473",2014-11-04,1,5129.22833333333,1223,"188473"
"187970",2014-11-05,2,5131.22833333333,1224,"187970"
"188601",2014-11-06,0.25,5131.47833333333,1225,"188601"
"188768",2014-11-06,5,5136.47833333333,1226,"188768"
"188850",2014-11-07,0.333333333333333,5136.81166666667,1227,"188850"
"188630",2014-11-10,1,5137.81166666667,1228,"188630"
"189043",2014-11-10,1,5138.81166666667,1229,"189043"
"187828",2014-11-12,3,5141.81166666667,1230,"187828"
"189069",2014-11-12,0.5,5142.31166666667,1231,"189069"
"189203",2014-11-12,0.5,5142.81166666667,1232,"189203"
"188001",2014-11-13,1,5143.81166666667,1233,"188001"
"188266",2014-11-13,22.6666666666667,5166.47833333333,1234,"188266"
"188322",2014-11-13,1,5167.47833333333,1235,"188322"
"188622",2014-11-13,1.5,5168.97833333333,1236,"188622"
"188623",2014-11-13,1,5169.97833333333,1237,"188623"
"188826",2014-11-13,2.5,5172.47833333333,1238,"188826"
"189067",2014-11-13,0.5,5172.97833333333,1239,"189067"
"189168",2014-11-14,3,5175.97833333333,1240,"189168"
"189180",2014-11-14,1,5176.97833333333,1241,"189180"
"189147",2014-11-17,2,5178.97833333333,1242,"189147"
"189190",2014-11-17,1.25,5180.22833333333,1243,"189190"
"189311",2014-11-17,1.5,5181.72833333333,1244,"189311"
"189396",2014-11-17,0.666666666666667,5182.395,1245,"189396"
"189532",2014-11-19,0.5,5182.895,1246,"189532"
"189553",2014-11-19,0.5,5183.395,1247,"189553"
"189555",2014-11-26,1.5,5184.895,1248,"189555"
"189715",2014-11-26,1,5185.895,1249,"189715"
"189965",2014-12-01,5.5,5191.395,1250,"189965"
"189991",2014-12-01,2,5193.395,1251,"189991"
"188472",2014-12-02,1.5,5194.895,1252,"188472"
"189990",2014-12-02,1.5,5196.395,1253,"189990"
"190039",2014-12-02,1.25,5197.645,1254,"190039"
"190041",2014-12-02,3,5200.645,1255,"190041"
"189776",2014-12-03,1,5201.645,1256,"189776"
"190109",2014-12-03,0.5,5202.145,1257,"190109"
"189884",2014-12-04,1,5203.145,1258,"189884"
"190067",2014-12-04,2.5,5205.645,1259,"190067"
"190177",2014-12-04,0.5,5206.145,1260,"190177"
"187576",2014-12-08,2.16666666666667,5208.31166666667,1261,"187576"
"190110",2014-12-08,0.333333333333333,5208.645,1262,"190110"
"190158",2014-12-08,1.5,5210.145,1263,"190158"
"190331",2014-12-08,0.25,5210.395,1264,"190331"
"190425",2014-12-10,0.25,5210.645,1265,"190425"
"190620",2014-12-15,1,5211.645,1266,"190620"
"190347",2014-12-16,9,5220.645,1267,"190347"
"187333",2014-12-17,13.6666666666667,5234.31166666667,1268,"187333"
"190309",2014-12-17,2,5236.31166666667,1269,"190309"
"190444",2014-12-17,0.5,5236.81166666667,1270,"190444"
"190543",2014-12-17,0.166666666666667,5236.97833333333,1271,"190543"
"190579",2014-12-17,7,5243.97833333333,1272,"190579"
"190636",2014-12-17,1.5,5245.47833333333,1273,"190636"
"190737",2014-12-17,0.0833333333333333,5245.56166666667,1274,"190737"
"189456",2014-12-18,2.5,5248.06166666667,1275,"189456"
"189833",2014-12-18,1.5,5249.56166666667,1276,"189833"
"190771",2014-12-18,2.5,5252.06166666667,1277,"190771"
"190814",2014-12-18,2,5254.06166666667,1278,"190814"
"189807",2014-12-19,4.5,5258.56166666667,1279,"189807"
"190525",2014-12-19,1.5,5260.06166666667,1280,"190525"
"185921",2015-01-05,0.5,5260.56166666667,1281,"185921"
"191126",2015-01-05,2,5262.56166666667,1282,"191126"
"191200",2015-01-06,1,5263.56166666667,1283,"191200"
"191269",2015-01-07,2,5265.56166666667,1284,"191269"
"191281",2015-01-07,0.5,5266.06166666667,1285,"191281"
"191317",2015-01-07,0.5,5266.56166666667,1286,"191317"
"191417",2015-01-09,0.666666666666667,5267.22833333333,1287,"191417"
"191381",2015-01-13,1.66666666666667,5268.895,1288,"191381"
"191451",2015-01-13,1.5,5270.395,1289,"191451"
"191202",2015-01-20,1,5271.395,1290,"191202"
"191730",2015-01-20,5,5276.395,1291,"191730"
"191754",2015-01-20,1,5277.395,1292,"191754"
"191909",2015-01-20,1.5,5278.895,1293,"191909"
"191938",2015-01-20,1.5,5280.395,1294,"191938"
"192145",2015-01-23,1.5,5281.895,1295,"192145"
"192225",2015-01-23,7.5,5289.395,1296,"192225"
"192086",2015-01-26,4.33333333333333,5293.72833333333,1297,"192086"
"192183",2015-01-26,1,5294.72833333333,1298,"192183"
"192344",2015-01-26,2,5296.72833333333,1299,"192344"
"190985",2015-01-28,0.5,5297.22833333333,1300,"190985"
"191385",2015-01-28,0.25,5297.47833333333,1301,"191385"
"191608",2015-01-28,1.5,5298.97833333333,1302,"191608"
"191652",2015-01-28,4,5302.97833333333,1303,"191652"
"191669",2015-01-28,6,5308.97833333333,1304,"191669"
"192180",2015-01-28,0.75,5309.72833333333,1305,"192180"
"192404",2015-01-28,2,5311.72833333333,1306,"192404"
"192228",2015-01-29,2,5313.72833333333,1307,"192228"
"192299",2015-01-29,1,5314.72833333333,1308,"192299"
"192472",2015-01-29,1,5315.72833333333,1309,"192472"
"192474",2015-01-29,1.01666666666667,5316.745,1310,"192474"
"192165",2015-01-30,1.33333333333333,5318.07833333333,1311,"192165"
"192251",2015-01-30,0.333333333333333,5318.41166666667,1312,"192251"
"192398",2015-01-30,1.5,5319.91166666667,1313,"192398"
"192449",2015-01-30,1.75,5321.66166666667,1314,"192449"
"192565",2015-01-31,6,5327.66166666667,1315,"192565"
"191763",2015-02-01,8.5,5336.16166666667,1316,"191763"
"192423",2015-02-03,2.25,5338.41166666667,1317,"192423"
"192487",2015-02-03,2.16666666666667,5340.57833333333,1318,"192487"
"192695",2015-02-05,2,5342.57833333333,1319,"192695"
"192907",2015-02-06,0.25,5342.82833333333,1320,"192907"
"192942",2015-02-09,6.5,5349.32833333333,1321,"192942"
"193059",2015-02-10,1,5350.32833333333,1322,"193059"
"192548",2015-02-11,1,5351.32833333333,1323,"192548"
"192593",2015-02-11,5.58333333333333,5356.91166666667,1324,"192593"
"193044",2015-02-11,0.5,5357.41166666667,1325,"193044"
"192955",2015-02-12,3.66666666666667,5361.07833333333,1326,"192955"
"192637",2015-02-17,4,5365.07833333333,1327,"192637"
"193022",2015-02-17,4,5369.07833333333,1328,"193022"
"193103",2015-02-17,3,5372.07833333333,1329,"193103"
"193340",2015-02-17,4,5376.07833333333,1330,"193340"
"193102",2015-02-19,0.25,5376.32833333333,1331,"193102"
"193327",2015-02-19,8,5384.32833333333,1332,"193327"
"193469",2015-02-19,1,5385.32833333333,1333,"193469"
"193514",2015-02-19,2,5387.32833333333,1334,"193514"
"193582",2015-02-20,1.5,5388.82833333333,1335,"193582"
"193583",2015-02-20,0.5,5389.32833333333,1336,"193583"
"193400",2015-02-23,4,5393.32833333333,1337,"193400"
"193527",2015-02-23,0.25,5393.57833333333,1338,"193527"
"193663",2015-02-23,0.25,5393.82833333333,1339,"193663"
"193651",2015-02-24,2.25,5396.07833333333,1340,"193651"
"193664",2015-02-24,1,5397.07833333333,1341,"193664"
"193669",2015-02-24,5,5402.07833333333,1342,"193669"
"193723",2015-02-24,0.166666666666667,5402.245,1343,"193723"
"193725",2015-02-24,1,5403.245,1344,"193725"
"190415",2015-02-25,20,5423.245,1345,"190415"
"193849",2015-02-25,1.5,5424.745,1346,"193849"
"192689",2015-02-27,2,5426.745,1347,"192689"
"193336",2015-02-27,4,5430.745,1348,"193336"
"193942",2015-02-27,3.5,5434.245,1349,"193942"
"193962",2015-02-27,0.5,5434.745,1350,"193962"
"192697",2015-03-01,0.25,5434.995,1351,"192697"
"193784",2015-03-02,1.25,5436.245,1352,"193784"
"194025",2015-03-02,1,5437.245,1353,"194025"
"187793",2015-03-03,1,5438.245,1354,"187793"
"194026",2015-03-04,1.5,5439.745,1355,"194026"
"194193",2015-03-04,1.5,5441.245,1356,"194193"
"194263",2015-03-05,0.75,5441.995,1357,"194263"
"194138",2015-03-06,0.75,5442.745,1358,"194138"
"194299",2015-03-06,0.666666666666667,5443.41166666667,1359,"194299"
"194324",2015-03-06,0.25,5443.66166666667,1360,"194324"
"194329",2015-03-06,0.5,5444.16166666667,1361,"194329"
"194335",2015-03-09,1.5,5445.66166666667,1362,"194335"
"194058",2015-03-10,1.83333333333333,5447.495,1363,"194058"
"194373",2015-03-10,3,5450.495,1364,"194373"
"194374",2015-03-10,0.333333333333333,5450.82833333333,1365,"194374"
"194220",2015-03-11,3,5453.82833333333,1366,"194220"
"194372",2015-03-11,3,5456.82833333333,1367,"194372"
"194498",2015-03-12,4,5460.82833333333,1368,"194498"
"194380",2015-03-16,3,5463.82833333333,1369,"194380"
"194551",2015-03-16,1,5464.82833333333,1370,"194551"
"194676",2015-03-16,1,5465.82833333333,1371,"194676"
"194783",2015-03-16,0.166666666666667,5465.995,1372,"194783"
"194245",2015-03-17,6,5471.995,1373,"194245"
"194642",2015-03-17,2,5473.995,1374,"194642"
"194869",2015-03-17,0.25,5474.245,1375,"194869"
"194886",2015-03-17,3,5477.245,1376,"194886"
"194827",2015-03-20,3.25,5480.495,1377,"194827"
"195014",2015-03-20,0.5,5480.995,1378,"195014"
"195040",2015-03-23,0.166666666666667,5481.16166666667,1379,"195040"
"193877",2015-03-24,2,5483.16166666667,1380,"193877"
"193904",2015-03-24,2,5485.16166666667,1381,"193904"
"194110",2015-03-24,4,5489.16166666667,1382,"194110"
"194203",2015-03-24,1,5490.16166666667,1383,"194203"
"194235",2015-03-24,7.83333333333333,5497.995,1384,"194235"
"194317",2015-03-24,4,5501.995,1385,"194317"
"194439",2015-03-24,4.83333333333333,5506.82833333333,1386,"194439"
"194630",2015-03-24,1.5,5508.32833333333,1387,"194630"
"194765",2015-03-24,1,5509.32833333333,1388,"194765"
"194789",2015-03-24,1,5510.32833333333,1389,"194789"
"195062",2015-03-24,0.333333333333333,5510.66166666667,1390,"195062"
"194894",2015-03-25,4,5514.66166666667,1391,"194894"
"195259",2015-03-25,1.75,5516.41166666667,1392,"195259"
"195331",2015-03-26,0.5,5516.91166666667,1393,"195331"
"188523",2015-03-30,2,5518.91166666667,1394,"188523"
"194052",2015-03-30,8.33333333333333,5527.245,1395,"194052"
"194159",2015-03-30,1,5528.245,1396,"194159"
"194167",2015-03-30,1,5529.245,1397,"194167"
"194211",2015-03-30,0.5,5529.745,1398,"194211"
"194325",2015-03-30,0.25,5529.995,1399,"194325"
"194756",2015-03-30,0.5,5530.495,1400,"194756"
"194888",2015-03-30,0.5,5530.995,1401,"194888"
"194937",2015-03-30,1,5531.995,1402,"194937"
"194949",2015-03-30,8,5539.995,1403,"194949"
"194965",2015-03-30,0.25,5540.245,1404,"194965"
"194995",2015-03-30,2,5542.245,1405,"194995"
"195242",2015-03-30,3,5545.245,1406,"195242"
"195308",2015-03-30,0.25,5545.495,1407,"195308"
"195396",2015-03-30,0.25,5545.745,1408,"195396"
"195515",2015-03-30,0.666666666666667,5546.41166666667,1409,"195515"
"195258",2015-03-31,0.0833333333333333,5546.495,1410,"195258"
"195458",2015-03-31,2.33333333333333,5548.82833333333,1411,"195458"
"195404",2015-04-01,1.5,5550.32833333333,1412,"195404"
"195514",2015-04-01,3,5553.32833333333,1413,"195514"
"195765",2015-04-02,0.5,5553.82833333333,1414,"195765"
"196085",2015-04-03,3,5556.82833333333,1415,"196085"
"195868",2015-04-06,2.83333333333333,5559.66166666667,1416,"195868"
"195918",2015-04-06,0.0833333333333333,5559.745,1417,"195918"
"195864",2015-04-07,3,5562.745,1418,"195864"
"195865",2015-04-07,1.41666666666667,5564.16166666667,1419,"195865"
"195806",2015-04-08,2,5566.16166666667,1420,"195806"
"195832",2015-04-08,1,5567.16166666667,1421,"195832"
"195953",2015-04-08,1.5,5568.66166666667,1422,"195953"
"195764",2015-04-09,2,5570.66166666667,1423,"195764"
"195990",2015-04-12,5.33333333333333,5575.995,1424,"195990"
"196374",2015-04-14,1.5,5577.495,1425,"196374"
"196380",2015-04-15,0.166666666666667,5577.66166666667,1426,"196380"
"196410",2015-04-15,3,5580.66166666667,1427,"196410"
"196537",2015-04-16,3,5583.66166666667,1428,"196537"
"196514",2015-04-17,2,5585.66166666667,1429,"196514"
"196486",2015-04-20,2.5,5588.16166666667,1430,"196486"
"196586",2015-04-20,0.166666666666667,5588.32833333333,1431,"196586"
"196602",2015-04-20,0.166666666666667,5588.495,1432,"196602"
"196632",2015-04-20,0.0833333333333333,5588.57833333333,1433,"196632"
"196681",2015-04-23,3,5591.57833333333,1434,"196681"
"215083",2015-04-27,1,5592.57833333333,1435,"215083"
"215084",2015-04-27,0.25,5592.82833333333,1436,"215084"
"196274",2015-04-29,14.5,5607.32833333333,1437,"196274"
"215317",2015-04-30,0.0833333333333333,5607.41166666667,1438,"215317"
"215326",2015-04-30,1.5,5608.91166666667,1439,"215326"
"215383",2015-05-01,1,5609.91166666667,1440,"215383"
"215434",2015-05-01,2,5611.91166666667,1441,"215434"
"215418",2015-05-06,0.166666666666667,5612.07833333333,1442,"215418"
"215529",2015-05-06,1,5613.07833333333,1443,"215529"
