Transaction Created	Transaction Time Worked	Ticket ID	Queue Name	Ticket Requestor	Ticket Owner	Ticket Subject	Ticket Parents IDs	Ticket Children IDs	Request Type	School	Department/Concentration	Status	Sponsored?	Reason for Lab Access:	Lab Discovery	Audio & Video	Power Adapters	Input Devices	Cables & Adapters	Laptops	Misc	Year	month	Year-month
9/28/22 18:57									Remote Access	FAS	Environmental Health	Undergraduate Student	No	GIS Programs	Course Instructor							2022	09	2022-9
9/28/22 18:57									Remote Access	FAS	Environmental Health	Undergraduate Student	No	GIS Programs	Course Instructor							2022	09	2022-9
9/23/22 0:11									Lab Access	FAS	Government	Undergraduate Student	No	GIS Programs	Course Instructor							2022	09	2022-9
9/23/22 21:09									Lab Access	FAS	Government	Undergraduate Student	No	GIS Programs	Course Instructor							2022	09	2022-9
9/25/22 21:54									Lab Access	FAS	Government	Undergraduate Student	No	GIS Programs	Course Instructor							2022	09	2022-9
9/28/22 14:51									Lab Access	FAS	Government	Undergraduate Student	No	GIS Programs	Course Instructor							2022	09	2022-9
9/28/22 16:14									Lab Access	FAS	Government	Undergraduate Student	No	GIS Programs	Course Instructor							2022	09	2022-9
9/28/22 18:58									Lab Access	FAS	Government	Undergraduate Student	No	GIS Programs	Course Instructor							2022	09	2022-9
9/28/22 18:58									Lab Access	FAS	Government	Undergraduate Student	No	GIS Programs	Course Instructor							2022	09	2022-9
9/1/22 17:11									Remote Access	DCE	Other	Other	No	GIS Programs	Staff Member							2022	09	2022-9
9/1/22 20:29									Remote Access	DCE	Other	Other	No	GIS Programs	Staff Member							2022	09	2022-9
9/2/22 17:44									Remote Access	DCE	Other	Other	No	GIS Programs	Staff Member							2022	09	2022-9
9/2/22 17:44									Remote Access	DCE	Other	Other	No	GIS Programs	Staff Member							2022	09	2022-9
9/2/22 17:44									Remote Access	DCE	Other	Other	No	GIS Programs	Staff Member							2022	09	2022-9
9/2/22 17:44									Remote Access	DCE	Other	Other	No	GIS Programs	Staff Member							2022	09	2022-9
9/2/22 17:44									Remote Access	DCE	Other	Other	No	GIS Programs	Staff Member							2022	09	2022-9
9/2/22 17:44									Remote Access	DCE	Other	Other	No	GIS Programs	Staff Member							2022	09	2022-9
9/2/22 17:44									Remote Access	DCE	Other	Other	No	GIS Programs	Staff Member							2022	09	2022-9
